tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
6_12,18,Small,1.91,14.85,13.28,11.36,3.95,3.53,1.62,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,19,Small,1.15,30.00,26.82,25.67,3.25,2.91,1.76,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,20,Medium,6.82,8.65,7.73,0.91,7.25,6.48,0.34,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,21,Small,3.18,5.80,5.19,2.01,5.65,5.05,1.87,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,22,Medium,6.33,11.05,9.88,3.55,3.80,3.40,2.93,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,1,Large,15.74,30.00,26.82,11.08,17.75,15.87,0.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,2,Medium,6.50,30.00,26.82,20.32,4.15,3.71,2.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,3,Small,3.52,12.95,11.58,8.06,7.65,6.84,3.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,4,Small,3.30,18.35,16.41,13.11,8.30,7.42,4.12,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,5,Small,3.27,30.00,26.82,23.56,10.50,9.39,6.12,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_13,6,Small,3.52,17.20,15.38,11.86,4.75,4.25,0.73,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,7,Small,3.22,29.90,26.73,23.51,4.75,4.25,1.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,8,Small,3.23,27.30,24.41,21.18,5.45,4.87,1.64,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,9,Large,16.16,30.00,26.82,10.67,15.30,13.68,2.48,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,10,Large,15.89,9.95,8.90,6.99,4.15,3.71,12.18,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_13,11,Large,16.66,30.00,26.82,10.16,8.70,7.78,8.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_13,12,Large,16.25,30.00,26.82,10.58,9.10,8.14,8.11,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_13,13,Large,20.95,30.00,26.82,5.87,27.70,24.77,3.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,14,Large,22.34,30.00,26.82,4.48,30.00,26.82,4.48,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,NONE
6_13,15,Medium,11.29,13.75,12.29,1.01,11.65,10.42,0.87,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,16,Large,14.27,30.00,26.82,12.55,20.50,18.33,4.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,17,Large,16.35,26.95,24.10,7.74,3.60,3.22,13.13,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_13,18,Medium,11.47,14.05,12.56,1.09,6.70,5.99,5.48,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_13,19,Small,2.87,30.00,26.82,23.96,8.65,7.73,4.87,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,20,Large,14.28,30.00,26.82,12.54,22.45,20.07,5.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_13,21,Small,2.94,30.00,26.82,23.88,30.00,26.82,23.88,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
6_13,22,Medium,4.39,30.00,26.82,22.44,18.80,16.81,12.42,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_13,23,Small,2.22,16.10,14.40,12.18,4.50,4.02,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_13,24,Small,2.94,30.00,26.82,23.88,29.90,26.73,23.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_13,25,Small,3.18,30.00,26.82,23.64,2.00,1.79,1.39,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_13,26,Medium,8.68,30.00,26.82,18.15,7.70,6.88,1.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,1,Large,22.34,17.50,15.65,6.70,7.65,6.84,15.50,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_14,2,Large,29.43,30.00,26.82,2.61,18.65,16.68,12.75,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_14,3,Small,3.84,15.55,13.90,10.06,15.10,13.50,9.66,VALID,1.00,SHADOW_SUPPORT_LOST,SHADOW_MASK_FRAGMENTATION
6_14,4,Medium,6.18,4.05,3.62,2.56,2.65,2.37,3.81,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_14,5,Large,15.81,30.00,26.82,11.01,30.00,26.82,11.01,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
6_14,6,Large,16.23,30.00,26.82,10.60,23.40,20.92,4.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,7,Medium,4.60,30.00,26.82,22.22,3.90,3.49,1.12,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_14,8,Small,2.53,24.90,22.26,19.73,6.35,5.68,3.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,9,Medium,4.58,28.60,25.57,20.99,4.35,3.89,0.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,10,Large,46.80,30.00,26.82,19.98,11.15,9.97,36.83,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_14,11,Large,14.57,30.00,26.82,12.26,15.40,13.77,0.80,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_14,12,Medium,4.21,30.00,26.82,22.61,10.95,9.79,5.58,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_14,13,Large,17.61,30.00,26.82,9.21,14.70,13.14,4.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,14,Small,2.27,30.00,26.82,24.56,2.60,2.32,0.06,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_14,15,Large,14.43,13.70,12.25,2.18,12.45,11.13,3.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,16,Small,3.99,30.00,26.82,22.84,13.90,12.43,8.44,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_14,17,Medium,11.31,30.00,26.82,15.51,21.25,19.00,7.69,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_14,18,Medium,9.34,30.00,26.82,17.49,11.75,10.51,1.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,19,Large,47.79,30.00,26.82,20.97,12.20,10.91,36.88,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_14,20,Medium,7.65,30.00,26.82,19.17,14.75,13.19,5.54,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_14,21,Large,16.07,30.00,26.82,10.75,30.00,26.82,10.75,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_14,22,Large,48.07,30.00,26.82,21.24,13.45,12.03,36.04,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_14,23,Medium,5.45,27.10,24.23,18.78,6.30,5.63,0.19,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_14,24,Large,26.07,15.70,14.04,12.04,5.45,4.87,21.20,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,1,Medium,11.35,12.50,11.18,0.18,6.50,5.81,5.54,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_15,2,Large,19.22,30.00,26.82,7.60,11.95,10.68,8.54,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,3,Large,18.41,29.50,26.38,7.97,8.45,7.56,10.85,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,4,Large,13.42,11.45,10.24,3.18,3.90,3.49,9.93,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_15,5,Medium,5.75,20.10,17.97,12.22,4.35,3.89,1.86,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_15,6,Medium,11.37,30.00,26.82,15.45,20.10,17.97,6.60,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_15,7,Small,2.38,8.50,7.60,5.22,2.80,2.50,0.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,8,Medium,7.60,13.05,11.67,4.06,4.30,3.84,3.76,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,9,Large,13.84,17.35,15.51,1.67,3.60,3.22,10.62,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,10,Medium,8.21,11.40,10.19,1.98,3.45,3.08,5.13,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,11,Medium,4.60,25.05,22.40,17.80,17.05,15.24,10.65,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_15,12,Large,12.86,30.00,26.82,13.97,6.75,6.04,6.82,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,13,Small,2.09,4.60,4.11,2.02,2.25,2.01,0.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,14,Medium,4.60,30.00,26.82,22.22,12.70,11.36,6.75,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_15,15,Small,3.51,30.00,26.82,23.31,4.95,4.43,0.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,16,Large,15.78,30.00,26.82,11.04,15.20,13.59,2.19,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,17,Small,1.95,7.70,6.88,4.93,2.80,2.50,0.55,VALID,0.98,SHADOW_SUPPORT_LOST,NONE
6_15,18,Medium,7.20,21.40,19.13,11.93,7.10,6.35,0.85,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,19,Medium,5.13,17.40,15.56,10.42,4.15,3.71,1.42,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_15,20,Medium,5.78,27.25,24.36,18.58,13.55,12.12,6.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_15,21,Small,3.24,22.90,20.47,17.23,4.30,3.84,0.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,22,Large,15.33,22.10,19.76,4.42,5.95,5.32,10.02,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_15,23,Small,2.03,18.75,16.76,14.74,5.65,5.05,3.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,24,Small,2.51,30.00,26.82,24.32,4.05,3.62,1.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,25,Large,12.68,30.00,26.82,14.14,8.60,7.69,4.99,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,26,Small,2.82,5.40,4.83,2.01,1.95,1.74,1.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,27,Large,14.52,30.00,26.82,12.30,8.05,7.20,7.33,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_15,28,Medium,4.42,19.15,17.12,12.71,3.30,2.95,1.47,VALID,0.98,SHADOW_SUPPORT_LOST,NONE
6_15,29,Small,2.38,5.65,5.05,2.67,2.20,1.97,0.41,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,30,Small,1.88,10.50,9.39,7.50,1.35,1.21,0.68,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_15,31,Large,13.21,29.20,26.11,12.89,13.45,12.03,1.19,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,32,Medium,4.08,18.50,16.54,12.46,6.25,5.59,1.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,33,Small,2.72,20.45,18.28,15.56,7.10,6.35,3.63,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,34,Medium,10.79,30.00,26.82,16.03,23.00,20.56,9.77,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_15,35,Small,2.70,13.75,12.29,9.59,3.95,3.53,0.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,36,Medium,6.47,30.00,26.82,20.36,5.75,5.14,1.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_15,37,Small,2.18,2.25,2.01,0.17,1.75,1.56,0.62,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_15,38,Small,2.86,3.30,2.95,0.09,3.05,2.73,0.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,1,Small,3.16,14.30,12.79,9.63,3.95,3.53,0.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,2,Small,2.44,30.00,26.82,24.38,4.75,4.25,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,3,Small,2.47,16.05,14.35,11.88,1.65,1.48,0.99,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,4,Small,2.42,19.50,17.44,15.01,6.40,5.72,3.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,5,Small,2.75,11.75,10.51,7.76,4.80,4.29,1.54,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,6,Small,2.21,30.00,26.82,24.61,6.45,5.77,3.56,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_7,7,Medium,4.34,30.00,26.82,22.48,3.05,2.73,1.62,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,8,Small,2.35,25.00,22.35,20.01,4.70,4.20,1.86,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,9,Medium,7.11,30.00,26.82,19.71,7.85,7.02,0.09,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
6_7,10,Small,2.31,25.70,22.98,20.67,6.95,6.21,3.90,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,11,Small,3.09,14.10,12.61,9.51,0.65,0.58,2.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,12,Small,1.79,30.00,26.82,25.03,2.90,2.59,0.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,13,Small,2.15,30.00,26.82,24.68,4.30,3.84,1.70,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,14,Small,2.95,30.00,26.82,23.87,7.60,6.80,3.85,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,15,Small,2.28,13.65,12.20,9.93,4.80,4.29,2.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,16,Small,2.30,17.05,15.24,12.95,2.00,1.79,0.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,17,Small,2.67,30.00,26.82,24.16,2.15,1.92,0.75,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,18,Small,2.43,11.45,10.24,7.81,3.35,3.00,0.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,19,Small,2.21,12.20,10.91,8.70,3.25,2.91,0.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,20,Small,3.33,30.00,26.82,23.50,1.00,0.89,2.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,21,Small,1.90,11.95,10.68,8.78,2.00,1.79,0.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,22,Small,2.03,30.00,26.82,24.79,7.30,6.53,4.50,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,23,Small,1.89,9.30,8.32,6.42,3.85,3.44,1.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,24,Small,2.25,30.00,26.82,24.57,3.75,3.35,1.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,25,Small,2.45,11.60,10.37,7.92,4.65,4.16,1.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,26,Small,2.26,9.35,8.36,6.10,3.20,2.86,0.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,27,Small,1.62,3.05,2.73,1.11,0.45,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
6_7,28,Small,1.35,30.00,26.82,25.47,1.50,1.34,0.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,29,Small,2.11,10.10,9.03,6.92,1.25,1.12,0.99,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,30,Small,1.82,30.00,26.82,25.01,3.45,3.08,1.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,31,Small,3.63,10.55,9.43,5.81,4.30,3.84,0.22,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,32,Small,1.90,2.00,1.79,0.12,1.15,1.03,0.88,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,33,Small,2.12,12.40,11.09,8.96,3.05,2.73,0.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,34,Small,2.25,30.00,26.82,24.58,7.10,6.35,4.10,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,35,Small,2.15,30.00,26.82,24.68,6.10,5.45,3.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,36,Small,2.31,30.00,26.82,24.52,4.45,3.98,1.67,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,37,Small,2.17,30.00,26.82,24.66,2.70,2.41,0.25,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,38,Small,3.08,28.90,25.84,22.76,9.40,8.40,5.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_7,39,Small,1.96,30.00,26.82,24.86,3.40,3.04,1.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,40,Small,2.06,17.80,15.92,13.86,5.95,5.32,3.26,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,41,Small,2.37,30.00,26.82,24.45,3.80,3.40,1.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,42,Small,2.37,30.00,26.82,24.45,1.10,0.98,1.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,43,Small,1.52,30.00,26.82,25.30,9.50,8.49,6.97,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_7,44,Small,3.01,30.00,26.82,23.82,7.75,6.93,3.92,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,45,Small,2.66,30.00,26.82,24.17,4.85,4.34,1.68,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,46,Small,2.99,30.00,26.82,23.83,8.80,7.87,4.88,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,47,Small,2.96,1.85,1.65,1.31,1.80,1.61,1.35,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_7,48,Small,2.91,30.00,26.82,23.91,6.95,6.21,3.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,49,Small,2.81,30.00,26.82,24.01,2.70,2.41,0.40,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,50,Small,2.56,4.80,4.29,1.73,2.05,1.83,0.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,51,Small,2.12,30.00,26.82,24.70,3.10,2.77,0.65,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,52,Small,2.00,30.00,26.82,24.82,3.50,3.13,1.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,53,Small,2.27,30.00,26.82,24.55,4.25,3.80,1.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,54,Small,2.85,11.80,10.55,7.70,2.15,1.92,0.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,55,Small,1.80,22.90,20.47,18.67,1.20,1.07,0.73,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,56,Small,1.91,19.60,17.52,15.62,2.80,2.50,0.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,57,Small,2.22,7.95,7.11,4.89,3.95,3.53,1.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,58,Small,1.92,12.80,11.44,9.53,1.65,1.48,0.44,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,59,Small,1.97,30.00,26.82,24.85,2.55,2.28,0.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,60,Small,1.64,30.00,26.82,25.19,0.90,0.80,0.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,61,Small,2.46,8.15,7.29,4.82,7.90,7.06,4.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,62,Small,2.10,24.60,21.99,19.89,3.90,3.49,1.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,63,Small,2.24,2.00,1.79,0.46,1.05,0.94,1.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,64,Small,1.63,30.00,26.82,25.19,0.75,0.67,0.96,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,65,Large,12.35,30.00,26.82,14.47,10.05,8.99,3.36,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,66,Medium,4.23,30.00,26.82,22.60,4.10,3.67,0.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,67,Small,2.72,30.00,26.82,24.10,4.95,4.43,1.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,68,Small,1.52,13.15,11.76,10.24,1.35,1.21,0.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,69,Small,2.12,11.25,10.06,7.94,7.05,6.30,4.19,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,70,Small,1.68,22.55,20.16,18.48,1.00,0.89,0.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,71,Small,2.57,14.45,12.92,10.35,2.60,2.32,0.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,72,Small,1.78,8.90,7.96,6.18,3.10,2.77,1.00,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,73,Small,1.78,12.60,11.27,9.49,4.95,4.43,2.65,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,74,Small,3.00,11.45,10.24,7.24,2.30,2.06,0.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,75,Small,2.33,30.00,26.82,24.49,2.00,1.79,0.54,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,76,Small,2.42,17.30,15.47,13.05,4.70,4.20,1.78,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,77,Small,3.53,30.00,26.82,23.29,1.85,1.65,1.88,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,78,Small,2.41,14.80,13.23,10.82,8.35,7.47,5.05,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_7,79,Small,3.17,30.00,26.82,23.65,3.05,2.73,0.44,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,80,Small,2.72,30.00,26.82,24.10,5.90,5.28,2.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,81,Small,1.95,30.00,26.82,24.87,2.10,1.88,0.08,VALID,0.98,LOCAL_GRADIENT_STEP,NONE
6_7,82,Small,2.19,19.80,17.70,15.52,1.95,1.74,0.44,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,83,Small,1.90,30.00,26.82,24.93,2.25,2.01,0.12,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,84,Small,2.22,15.00,13.41,11.19,4.35,3.89,1.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,85,Small,1.86,19.10,17.08,15.22,0.85,0.76,1.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,86,Small,2.16,30.00,26.82,24.66,1.55,1.39,0.78,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,87,Small,2.41,30.00,26.82,24.42,4.15,3.71,1.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,88,Small,2.54,19.40,17.35,14.81,1.70,1.52,1.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,89,Small,2.81,7.65,6.84,4.03,1.20,1.07,1.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,90,Small,2.83,30.00,26.82,23.99,1.15,1.03,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,91,Large,15.48,30.00,26.82,11.35,15.15,13.55,1.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,92,Small,2.61,15.15,13.55,10.93,9.35,8.36,5.75,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_7,93,Small,0.85,3.95,3.53,2.68,2.75,2.46,1.61,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,94,Small,1.56,4.80,4.29,2.73,0.50,0.45,1.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,95,Small,2.21,10.45,9.34,7.14,1.80,1.61,0.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,96,Small,2.32,30.00,26.82,24.51,4.90,4.38,2.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,97,Small,2.64,29.50,26.38,23.74,3.40,3.04,0.40,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,98,Small,2.08,30.00,26.82,24.75,2.00,1.79,0.29,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,99,Small,2.40,30.00,26.82,24.43,3.15,2.82,0.42,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,100,Small,2.22,13.15,11.76,9.53,2.45,2.19,0.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,101,Small,2.16,30.00,26.82,24.67,1.05,0.94,1.22,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,102,Small,2.14,12.15,10.86,8.73,1.15,1.03,1.11,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,103,Small,3.17,30.00,26.82,23.66,5.70,5.10,1.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,104,Small,2.01,10.40,9.30,7.28,2.55,2.28,0.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,105,Small,2.30,24.60,21.99,19.69,2.95,2.64,0.34,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_7,106,Small,2.63,29.05,25.97,23.34,1.50,1.34,1.29,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,107,Small,1.93,13.75,12.29,10.36,3.15,2.82,0.88,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_7,108,Small,1.93,30.00,26.82,24.90,3.80,3.40,1.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
